생태구명	정점명	관측년도	관측월	조사일자	날씨	수심	투명도(m)	수온(℃) 표층	수온(℃) 저층	염분 표층	염분 저층	수소이온농도 표층	수소이온농도 저층	용존산소량(㎎/L) 표층	용존산소량(㎎/L) 저층	화학적산소요구량(㎎/L) 표층	화학적산소요구량(㎎/L) 저층	암모니아성질소(㎍/L) 표층	암모니아성질소(㎍/L) 저층	아질산성질소(㎍/L) 표층	아질산성질소(㎍/L) 저층	질산성질소(㎍/L) 표층	질산성질소(㎍/L) 저층	용존무기질소(㎍/L) 표층	용존무기질소(㎍/L) 저층	총질소(㎍/L) 표층	총질소(㎍/L) 저층	용존무기인(㎍/L) 표층	용존무기인(㎍/L) 저층	총인(㎍/L) 표층	총인(㎍/L) 저층	규산규소(㎍/L) 표층	규산규소(㎍/L) 저층	부유물질(㎎/L) 표층	부유물질(㎎/L) 저층	클로로필a(㎍/L) 표층	클로로필a(㎍/L) 저층	WQI등급
대한해협	섬진강하구8	2020	11	2020-11-12	맑음	9	2.8	15.50	15.86	24.39	25.96	8.00	8.01	8.58	8.54	2.24	2.29	42.50	56.10	15.80	15.90	352.00	325.40	410.40	397.40			18.30	18.40	36.20		1009.00	923.10	8.10	5.10	5.48	5.72	2
대한해협	섬진강하구9	2020	11	2020-11-12	맑음	2	2.0	15.66	15.66	25.22	25.22	8.02	8.02	8.56	8.34	1.97	2.29	43.70	53.40	16.00	15.70	321.90	315.70	381.50	384.70			18.20	18.30	36.20		933.20	918.70	8.10	5.30	6.20	4.88	3
대한해협	섬진강하구10	2020	11	2020-11-12	맑음	8	3.0	16.20	16.57	28.34	29.97	7.99	8.03	8.27	7.95	2.10	2.06	50.80	63.80	15.90	15.90	198.50	166.20	265.10	245.90			19.90	21.60	36.40		664.40	615.20	8.60	5.80	4.84	4.72	2
대한해협	여수1	2020	11	2020-11-10	맑음	13	4.0	17.13	16.92	31.84	31.86	8.12	8.12	8.38	7.97	1.54	1.34	31.20	14.70	15.00	16.00	55.30	53.50	101.50	84.10			17.60	18.80	32.50		405.00	409.20	10.60	5.10	4.20	3.44	1
대한해협	여수2	2020	11	2020-11-10	맑음	13	4.0	17.09	16.69	31.62	31.62	8.10	8.13	8.42	8.43	1.25	1.54	32.90	37.20	16.90	17.10	64.10	66.40	113.90	120.60			19.70	20.40	36.30		442.00	438.60	9.90	10.80	4.60	3.24	1
대한해협	여수3	2020	11	2020-11-10	맑음	15	2.5	17.04	17.68	31.85	32.42	8.09	8.14	8.02	7.60	1.43	1.38	33.60	34.40	15.10	9.30	50.60	25.20	99.30	68.90			17.60	10.90	28.90		405.60	327.50	4.90	14.80	3.26	2.64	1
대한해협	가막만1	2020	11	2020-11-11	맑음	17	3.5	16.33	16.32	31.70	31.70	8.11	8.15	7.75	7.81	1.14	1.13	59.80	59.80	15.10	15.40	79.40	81.10	154.30	156.20			24.50	25.70	39.70		473.00	473.40	10.60	4.40	2.02	1.80	1
대한해협	가막만2	2020	11	2020-11-11	맑음	5	2.0	14.58	14.53	31.69	31.70	8.24	8.25	9.28	9.46	2.22	2.42	5.30	4.30	1.10	1.30	4.50	4.30	10.90	10.00			6.40	7.30	26.00		208.40	211.30	12.30	5.20	4.78	4.50	2
대한해협	가막만3	2020	11	2020-11-09	맑음	8	3.5	16.49	16.47	32.18	32.17	8.16	8.17	7.65	7.65	0.86	1.09	34.90	36.30	11.20	11.30	60.60	59.90	106.80	107.60			19.80	20.80	31.20		418.60	420.40	5.30	3.30	2.24	2.60	1
대한해협	가막만4	2020	11	2020-11-11	맑음	7	3.5	14.79	14.55	31.62	31.61	8.19	8.21	9.28	9.07	2.11	1.99	5.10	4.20	0.80	1.00	3.60	4.30	9.60	9.50			5.10	5.60	29.00		218.50	243.20	8.30	11.30	7.36	8.86	2
대한해협	가막만5	2020	11	2020-11-11	맑음	7	3.5	14.90	14.56	31.67	31.63	8.19	8.23	8.20	8.58	1.69	1.87	11.50	4.80	2.70	1.80	11.40	5.90	25.60	12.40			9.20	7.70	31.40		292.70	241.10	9.70	5.10	3.52	4.76	1
대한해협	신항1	2020	11	2020-11-02	구름많음	17	0.6	18.40	18.40	32.08	32.08	8.00	8.02	7.29	7.26	1.97	1.52	23.10	21.50	33.70	29.20	87.70	76.70	144.50	127.40			22.10	21.60	42.20		335.50	291.10	35.10	46.30	4.04	4.08	2
대한해협	신항2	2020	11	2020-11-02	구름많음	16	1.3	18.38	18.39	32.19	32.27	8.07	8.06	7.64	7.51	0.90	0.96	18.50	21.10	26.30	25.40	71.40	69.10	116.10	115.60			19.10	19.00	33.50		277.70	265.30	8.00	9.70	4.02	4.63	2
대한해협	낙동강하구1	2020	11	2020-11-10	맑음	5	2.5	17.12	17.39	30.08	30.61	8.13	8.01	8.93	6.36	3.30	2.50	54.70	110.80	18.70	12.80	596.50	187.90	669.90	311.50			20.20	33.60	29.50		337.90	473.10	7.10	9.80	7.16	5.36	4
대한해협	낙동강하구2	2020	11	2020-11-10	맑음	7	2.8	16.19	16.00	29.64	30.20	8.11	8.08	8.98	7.44	2.75	1.98	47.80	72.00	15.50	7.80	408.20	129.00	471.50	208.90			19.40	18.70	37.00		363.80	362.20	8.50	12.30	4.76	6.36	2
대한해협	낙동강하구3	2020	11	2020-11-10	맑음	4	2.5	14.31	14.49	28.33	28.38	8.12	8.10	9.11	8.35	2.75	2.31	38.70	48.40	16.10	9.40	418.70	195.80	473.60	253.60			17.10	18.30	27.70		359.00	444.10	7.80	13.00	4.84	6.80	2
대한해협	낙동강하구4	2020	11	2020-11-10	맑음	2	1.5	13.98	14.04	25.51	25.75	8.17	8.16	9.22	9.20	2.59	2.83	52.70	50.80	12.80	13.20	413.10	388.40	478.50	452.50			12.30	14.80	39.10		342.50	371.80	10.90	14.10	4.88	5.20	3
대한해협	낙동강하구5	2020	11	2020-11-10	맑음	10	2.0	16.32	16.46	28.34	32.24	8.24	8.13	9.57	7.82	3.51	2.08	23.50	39.40	14.80	4.50	658.30	43.70	696.70	87.50			6.70	10.20	25.90		183.60	270.90	6.80	8.60	8.36	9.76	3
대한해협	낙동강하구6	2020	11	2020-11-10	맑음	6	2.5	15.78	15.81	21.12	32.09	8.26	8.17	9.36	8.37	3.28	2.49	11.70	35.80	13.30	6.00	585.20	156.20	610.20	198.00			6.20	7.20	14.60		176.20	208.80	6.00	35.30	7.20	6.16	3
대한해협	낙동강하구7	2020	11	2020-11-10	맑음	6	3.0	15.74	15.92	23.17	31.14	8.25	8.20	9.33	8.88	3.11	2.93	18.60	36.40	13.30	8.00	568.60	227.50	600.40	271.80			6.30	8.00	21.90		179.30	221.40	6.30	13.30	5.24	8.88	2
대한해협	낙동강하구8	2020	11	2020-11-10	맑음	4	2.5	15.70	16.47	25.32	31.27	8.26	8.19	9.32	8.61	2.94	2.89	18.10	23.50	12.80	8.80	531.00	252.40	561.90	284.70			6.90	7.80	23.50		188.70	226.10	7.10	21.50	5.28	9.04	2
대한해협	낙동강하구9	2020	11	2020-11-10	맑음	3	2.5	16.27	16.43	32.52	32.54	8.22	8.16	9.14	8.57	2.68	2.33	20.80	26.10	11.90	9.30	397.00	217.30	429.70	252.70			7.30	10.70	24.30		243.50	273.70	12.70	10.10	4.16	4.44	2
대한해협	낙동강하구10	2020	11	2020-11-10	맑음	5	3.0	16.32	16.46	32.76	32.85	8.22	8.14	9.12	8.13	2.63	1.59	26.40	13.00	11.60	7.30	388.80	102.90	426.90	123.20			7.40	10.90	29.10		242.40	259.40	5.00	7.10	4.96	7.28	2
대한해협	울산2	2020	08	2020-08-07	구름많음	30	4.0	14.38	8.70	33.74	34.13	7.90	7.82	7.68	7.58	0.92	1.66	0.98	0.22	4.20	5.18	170.74	226.39	175.92	231.80			27.13	39.99	34.63		595.25	700.64	6.20	37.55	2.66	1.04	2
대한해협	울산3	2020	08	2020-08-04	구름조금	11	3.5	19.57	13.88	30.99	33.97	8.15	7.96	10.27	6.76	2.61	0.83	27.33	4.72	10.53	2.93	126.85	105.85	164.71	113.50			12.12	24.40	36.46		668.14	393.62	4.95	5.25	7.24	0.74	3
대한해협	울산4	2020	08	2020-08-05	구름조금	12	2.8	17.66	14.51	31.26	33.83	7.83	7.76	6.88	6.36	1.28	0.91	63.25	24.58	10.71	5.24	183.85	128.37	257.81	158.19			32.27	27.84	53.32		844.14	567.76	12.75	11.85	4.62	1.12	3
대한해협	울산5	2020	08	2020-08-04	구름조금	11	3.0	20.40	15.41	29.84	33.57	8.17	8.00	9.98	6.95	3.01	1.39	33.39	40.80	12.68	5.21	210.00	140.20	256.07	186.20			17.48	22.88	47.55		876.76	585.79	12.45	6.40	9.82	2.14	3
대한해협	울산6	2020	08	2020-08-05	구름조금	10	2.8	21.50	14.74	26.57	33.75	7.94	7.77	9.91	6.67	3.00	1.20	46.68	15.72	22.50	5.70	304.57	154.18	373.74	175.60			18.38	31.16	66.34		1214.78	668.50	16.30	3.65	5.78	1.34	4
대한해협	울산7	2020	08	2020-08-05	구름조금	11	3.9	20.36	13.85	27.31	33.96	7.79	7.76	6.97	6.57	1.38	0.92	16.91	42.04	6.38	5.31	154.27	161.38	177.56	208.73			26.38	30.94	34.29		661.89	638.99	7.35	11.80	2.62	1.18	3
대한해협	울산8	2020	08	2020-08-05	구름조금	6	3.0	20.11	15.60	28.59	33.47	7.80	7.79	7.65	6.78	2.26	1.25	103.43	34.66	16.27	7.63	266.69	158.69	386.39	200.98			28.86	27.37	48.30		992.21	693.64	15.55	6.90	5.62	2.66	3
대한해협	울산9	2020	08	2020-08-07	구름많음	21	3.8	14.59	13.03	33.72	34.03	7.89	7.86	7.54	7.09	0.97	0.97	3.02	1.54	3.19	5.81	111.50	190.97	117.71	198.32			19.34	32.52	36.05		396.12	636.38	5.30	6.00	4.40	1.29	2
대한해협	울산10	2020	08	2020-08-07	구름많음	20	3.2	16.13	13.40	32.93	33.97	7.97	7.89	8.45	7.52	1.66	1.11	10.77	8.26	3.86	4.27	97.02	162.53	111.65	175.06			10.32	26.63	33.02		409.39	564.68	6.10	5.50	7.64	2.18	3
대한해협	울산11	2020	08	2020-08-07	흐림	10	2.5	17.35	13.83	30.95	33.90	7.87	7.87	7.23	6.68	1.46	1.16	166.88	25.14	11.76	6.43	268.70	170.23	447.34	201.80			30.29	31.00	49.29		803.54	670.60	8.70	6.40	6.76	2.66	4
대한해협	울산12	2020	08	2020-08-07	흐림	20	3.6	13.90	11.61	33.76	34.08	7.86	7.90	7.76	7.18	0.74	0.71	13.72	3.26	4.69	3.84	173.85	184.14	192.26	191.24			27.75	32.67	36.89		610.40	602.78	7.30	17.15	3.12	0.92	2
대한해협	온산1	2020	08	2020-08-07	흐림	12	2.5	16.05	12.98	32.54	33.94	7.89	7.87	7.44	6.98	1.28	0.93	50.62	16.66	8.41	6.45	211.15	187.91	270.19	211.02			28.80	31.50	40.61		699.75	661.47	14.40	8.60	4.60	2.08	3
대한해협	온산2	2020	08	2020-08-07	흐림	10	3.5	14.39	13.44	33.66	33.87	7.92	7.89	8.15	7.42	1.19	1.68	20.41	7.71	4.20	4.72	139.13	180.45	163.74	192.88			21.11	29.14	38.63		519.85	623.90	7.50	12.45	3.04	1.82	2
대한해협	온산4	2020	08	2020-08-07	구름많음	11	3.5	15.84	14.45	33.43	33.75	7.89	7.89	7.57	7.33	1.38	0.73	58.20	13.06	4.54	6.26	123.51	165.82	186.24	185.14			20.74	27.50	35.99		481.96	647.58	5.20	6.25	4.08	3.30	2
대한해협	온산5	2020	08	2020-08-07	구름많음	10	3.5	17.08	13.67	32.86	33.90	7.92	7.88	7.48	7.15	1.51	0.72	27.96	11.61	8.34	5.82	167.09	176.13	203.39	193.56			24.15	30.35	39.53		658.36	652.26	5.50	5.75	5.24	2.52	2
대한해협	온산6	2020	08	2020-08-07	흐림	15	3.8	15.66	12.90	33.36	33.93	7.91	7.88	7.90	7.05	1.11	1.46	40.89	16.11	5.24	5.71	130.07	188.43	176.20	210.25			19.16	30.78	40.46		480.90	655.82	6.25	10.70	5.92	1.92	2
대한해협	온산7	2020	08	2020-08-07	구름많음	17	3.0	20.24	12.36	31.50	34.07	8.14	7.88	11.24	7.07	2.70	0.77	18.58	6.55	2.35	5.14	6.92	176.29	27.85	187.98			1.55	32.09	36.15		312.59	645.90	8.50	5.60	5.56	0.99	2
대한해협	온산8	2020	08	2020-08-07	흐림	18	2.5	15.04	13.42	33.60	33.89	7.88	7.88	7.93	7.26	1.44	1.03	24.47	6.55	3.37	4.56	108.18	179.55	136.02	190.67			18.35	29.33	37.11		403.06	616.92	14.70	11.55	4.30	2.36	2
대한해협	온산9	2020	08	2020-08-07	흐림	20	4.2	15.09	11.58	33.62	34.08	7.90	7.86	6.62	7.03	1.61	1.14	20.15	9.21	4.07	2.84	145.21	133.80	169.43	145.85			22.69	25.14	35.84		514.89	444.92	5.05	10.35	3.06	0.84	3
대한해협	부산1	2020	08	2020-08-23	구름많음	17	10.6	27.02	17.63	31.68	33.23	7.97	8.12	8.70	7.88	1.37	1.57	0.39	5.22	0.34	2.70	2.59	75.47	3.32	83.40			0.01	14.45	9.64		205.35	377.27	5.35	12.05	0.25	1.06	1
대한해협	부산2	2020	08	2020-08-23	구름많음	11	9.8	26.27	24.47	31.73	31.91	7.96	8.08	8.61	8.39	1.60	1.70	15.48	30.73	0.99	2.69	16.73	44.34	33.21	77.76			2.05	7.56	12.40		198.60	332.42	8.20	4.15	0.59	0.73	1
대한해협	부산3	2020	08	2020-08-23	구름많음	9	6.2	25.23	24.38	31.72	31.99	8.12	8.09	8.32	8.29	1.64	1.83	39.41	19.21	1.33	2.13	21.60	37.06	62.34	58.39			4.90	6.14	17.39		155.74	316.88	2.40	5.07	0.80	0.65	1
대한해협	부산4	2020	08	2020-08-23	구름많음	13	6.7	22.53	18.87	31.76	32.84	8.07	8.07	8.69	7.98	1.42	1.79	25.44	9.48	2.63	2.97	50.18	95.03	78.25	107.48			11.35	16.68	22.72		362.10	457.02	4.00	6.80	1.60	1.00	1
대한해협	부산5	2020	08	2020-08-22	구름많음	22	9.4	26.33	18.70	31.85	32.71	7.98	8.02	8.80	7.63	1.62	1.24	3.28	17.02	0.11	4.14	2.80	95.42	6.19	116.59			0.25	16.71	9.89		227.92	500.86	6.30	9.80	0.81	1.78	1
대한해협	부산6	2020	08	2020-08-22	구름많음	24	8.0	25.18	15.33	31.61	33.85	7.96	7.95	8.95	6.84	1.59	1.57	6.09	6.71	0.81	5.39	13.48	160.06	20.38	172.16			2.20	29.30	15.28		288.23	639.77	3.20	39.10	1.52	2.28	2
대한해협	부산7	2020	08	2020-08-22	구름많음	36	5.2	22.86	11.11	32.24	34.31	8.11	7.89	8.67	6.99	1.31	1.98	3.07	0.80	1.39	2.04	46.03	227.16	50.48	230.01			7.75	38.19	19.81		333.54	685.44	2.90	25.60	1.30	0.79	3
대한해협	부산8	2020	08	2020-08-23	구름많음	14	7.1	22.60	17.22	31.50	32.67	7.92	7.90	8.63	7.23	1.82	1.98	34.12	56.97	2.24	5.15	35.71	103.85	72.07	165.97			9.89	28.12	23.37		286.72	636.36	3.60	8.30	1.62	1.05	1
대한해협	부산9	2020	08	2020-08-22	구름많음	14	7.5	25.18	22.18	31.55	31.58	8.02	8.09	9.37	9.07	1.83	2.03	3.61	14.74	0.48	1.83	6.34	26.01	10.43	42.59			0.78	4.71	15.38		274.62	341.49	9.70	15.50	1.62	1.80	1
대한해협	부산10	2020	08	2020-08-22	구름많음	13	2.5	24.17	20.16	30.66	31.75	8.08	8.06	10.90	8.21	2.70	2.31	6.59	26.07	0.48	4.16	2.20	64.58	9.27	94.81			1.05	13.18	27.19		216.52	468.64	5.20	5.20	7.60	3.32	2
대한해협	부산11	2020	08	2020-08-22	구름많음	11	4.1	23.45	20.65	30.93	31.28	8.08	8.05	9.43	8.48	2.25	1.92	11.61	24.18	2.09	3.77	29.08	59.19	42.77	87.14			5.05	10.17	23.00		366.24	446.82	3.80	15.50	3.50	3.20	1
대한해협	부산12	2020	08	2020-08-23	구름많음	9	7.2	23.95	19.98	31.97	32.59	7.96	8.02	8.42	8.03	1.67	1.51	19.60	16.31	2.13	2.73	40.98	64.02	62.71	83.06			7.97	13.11	18.54		322.73	381.61	3.60	5.35	1.06	0.94	1
대한해협	부산13	2020	08	2020-08-23	구름많음	8	8.0	25.45	24.64	31.48	31.91	7.88	7.91	8.42	8.39	1.72	1.98	53.76	39.82	2.37	2.39	34.59	35.95	90.72	78.16			6.29	6.45	17.73		245.14	306.15	2.40	10.70	0.88	0.80	1
대한해협	부산14	2020	08	2020-08-23	구름많음	3	3.0	24.62	23.84	30.78	31.75	8.04	7.96	7.91	7.90	1.93	2.33	131.47	228.76	3.67	12.00	50.16	143.70	185.30	384.45			12.93	19.25	32.64		202.92	491.82	3.10	6.70	1.27	1.28	1
대한해협	부산15	2020	08	2020-08-23	구름많음	22	7.6	24.36	23.13	32.06	32.24	8.07	8.08	8.53	8.35	1.69	1.53	2.14	7.28	1.09	1.82	28.57	42.15	31.81	51.25			4.59	8.40	14.23		292.01	334.04	19.30	13.00	0.81	0.85	1
대한해협	부산16	2020	08	2020-08-23	구름많음	14	9.2	25.60	23.52	31.88	32.13	7.97	8.11	8.51	8.17	1.41	1.83	0.71	21.43	0.70	2.34	15.09	42.34	16.51	66.11			1.95	7.25	10.88		251.38	330.93	8.25	4.40	0.67	0.76	1
대한해협	부산17	2020	08	2020-08-23	구름많음	12	12.0	26.86	24.18	31.68	32.07	7.86	8.07	8.51	8.69	1.80	1.67	0.11	2.56	0.24	1.22	5.10	22.82	5.45	26.60			0.53	3.81	8.99		215.77	282.32	4.60	4.40	0.47	0.77	1
대한해협	낙동1	2020	08	2020-08-05	구름많음	19	3.8	23.85	17.28	25.11	32.68	8.48	7.90	13.73	6.93	4.99	1.58	34.45	17.36	1.05	9.35	12.78	142.83	48.29	169.54			1.24	25.73	38.32		335.02	666.62	10.60	14.20	24.92	2.68	3
대한해협	낙동4	2020	08	2020-08-05	구름많음	22	3.0	20.64	15.23	25.36	34.21	8.19	7.85	10.23	6.11	3.49	1.47	17.81	11.21	13.16	3.60	341.98	177.00	372.95	191.81			7.91	30.44	61.10		1369.59	621.77	17.20	16.80	19.20	0.70	5
대한해협	행암만1	2020	08	2020-08-05	구름많음	7	1.8	23.51	22.22	25.71	27.14	8.45	8.23	11.38	7.67	6.23	4.09	23.97	121.34	3.65	7.48	18.59	39.34	46.21	168.15			1.43	1.49	47.77		289.91	446.94	15.10	7.00	28.32	33.24	3
대한해협	행암만2	2020	08	2020-08-05	구름많음	5	2.0	26.71	22.01	21.97	27.32	8.22	7.74	11.51	3.36	5.15	3.98	123.86	210.69	14.03	6.96	95.69	29.62	233.58	247.27			5.52	29.23	62.47		653.86	1048.66	9.20	8.00	31.32	16.40	5
대한해협	행암만3	2020	08	2020-08-05	구름많음	3	1.9	27.41	23.86	20.50	24.58	8.50	8.53	10.49	7.30	5.65	5.73	67.59	111.54	26.33	32.84	267.02	352.18	360.95	496.57			3.72	2.91	65.94		792.90	872.79	9.10	17.30	23.20	23.80	3
대한해협	행암만4	2020	08	2020-08-05	구름많음	3	1.6	23.53	23.17	24.74	25.33	8.17	7.75	7.14	1.98	5.44	3.75	87.95	165.12	14.15	3.11	118.06	21.34	220.16	189.56			3.26	2.79	78.03		789.43	952.90	9.10	8.90	34.92	17.56	5
대한해협	마산만1	2020	08	2020-08-06	구름많음	6	2.0	27.20	24.64	16.26	22.16	8.40	8.08	5.67	8.51	4.35	3.89	140.62	151.27	23.95	18.35	169.85	115.82	334.42	285.45			5.24	12.65	55.86		1632.88	1560.41	10.38	7.75	16.60	13.00	3
대한해협	마산만2	2020	08	2020-08-06	구름많음	14	2.0	24.72	18.70	23.49	31.92	8.24	7.54	7.94	1.91	4.29	1.76	60.96	312.27	12.95	2.28	76.89	3.99	150.79	318.54			2.42	66.43	41.48		894.49	1407.76	8.75	8.13	17.35	1.18	5
대한해협	마산만3	2020	08	2020-08-06	구름많음	12	1.8	26.16	19.43	20.76	31.37	8.34	7.56	8.86	1.90	4.53	1.97	47.32	310.13	16.59	1.79	119.87	6.31	183.78	318.23			5.77	63.67	37.48		1323.48	1373.79	7.00	8.50	17.40	2.21	5
대한해협	마산만4	2020	08	2020-08-06	구름많음	12	2.2	26.67	19.37	19.16	31.57	8.35	7.57	8.16	0.06	4.50	2.12	53.96	364.15	18.87	1.83	143.15	9.56	215.98	375.55			3.16	77.44	44.55		1455.80	1471.57	8.30	7.80	15.44	1.94	5
대한해협	마산만5	2020	08	2020-08-06	구름많음	22	2.0	25.64	18.30	22.44	32.08	8.24	7.55	7.95	1.99	4.23	1.91	76.50	255.56	10.64	10.29	62.06	29.86	149.20	295.71			7.63	55.61	47.74		864.81	1357.27	8.00	5.50	21.95	0.58	5
대한해협	마산만6	2020	08	2020-08-06	구름많음	13	2.0	23.63	18.90	25.97	31.30	8.46	7.69	9.82	3.17	5.24	1.92	9.84	161.67	2.62	26.43	7.14	94.12	19.60	282.23			1.86	37.26	38.13		357.92	1060.64	10.38	8.13	20.95	4.43	5
대한해협	마산만7	2020	08	2020-08-06	구름많음	10	2.5	24.26	21.20	26.85	29.10	8.25	8.06	9.16	7.41	3.90	2.81	11.73	26.49	1.15	9.66	5.10	51.67	17.98	87.82			1.67	3.81	31.65		238.73	481.49	11.38	10.25	11.10	16.75	2
대한해협	마산만8	2020	08	2020-08-20	맑음	37	3.0	23.54	15.50	29.34	33.70	8.04	7.84	9.21	5.69	2.43	1.35	10.29	12.71	5.40	15.89	47.88	199.54	63.57	228.14			7.81	40.95	30.29		353.53	808.08	4.30	35.90	16.28	1.86	4
대한해협	마산만9	2020	08	2020-08-06	구름많음	5	2.0	27.13	23.86	17.32	23.19	8.43	8.33	8.37	6.89	4.04	4.46	53.33	107.28	23.02	19.57	180.47	142.88	256.82	269.74			2.33	2.82	50.34		1709.46	1622.91	8.38	12.25	18.52	16.32	3
대한해협	마산만10	2020	08	2020-08-06	구름많음	6	1.8	27.18	23.35	16.60	24.42	8.52	8.06	8.89	3.80	4.60	3.93	30.70	197.71	25.49	16.30	185.14	104.43	241.33	318.43			2.51	23.47	48.45		1753.84	1655.64	9.88	9.38	18.40	10.52	5
대한해협	마산만11	2020	08	2020-08-06	구름많음	6	1.5	26.96	22.00	16.05	26.84	8.23	7.93	6.82	3.64	4.17	3.92	142.31	263.12	23.86	15.09	159.07	87.47	325.23	365.68			10.39	34.44	66.34		1789.20	1782.48	19.40	8.40	15.68	9.92	5
대한해협	마산만12	2020	08	2020-08-06	구름많음	4	1.5	27.45	26.11	14.48	20.25	8.52	8.42	9.14	8.17	5.13	4.58	41.02	58.49	31.16	22.48	218.69	159.95	290.88	240.93			5.30	2.08	65.66		2091.71	1687.28	10.17	8.30	24.88	17.80	3
대한해협	마산만13	2020	08	2020-08-06	구름많음	2	1.5	27.35	26.36	14.38	18.32	8.49	8.49	8.48	8.14	4.58	4.77	62.50	56.48	33.40	25.48	244.33	178.54	340.23	260.50			3.72	2.45	72.54		2218.58	1939.59	11.38	13.13	29.88	20.48	3
대한해협	마산만14	2020	08	2020-08-06	구름많음	4	1.2	27.11	25.13	13.58	21.33	8.46	8.24	9.28	5.75	5.70	3.85	72.49	110.40	40.56	26.26	310.20	191.94	423.25	328.61			11.01	3.66	100.53		2430.79	1996.34	14.50	11.88	43.44	20.04	5
대한해협	마산만15	2020	08	2020-08-06	구름많음	11	1.5	25.34	19.80	20.11	31.60	8.36	7.53	6.53	0.03	4.27	2.79	94.95	487.16	25.61	1.61	187.18	8.71	307.73	497.48			4.84	118.02	54.50		1947.40	1604.65	7.87	4.75	25.25	1.97	5
대한해협	진해만1	2020	08	2020-08-22	구름많음	24	5.1	22.90	16.09	31.46	33.44	8.02	7.88	9.50	6.51	1.30	0.67	4.21	9.87	3.12	8.47	37.62	167.61	44.95	185.95			5.46	31.65	22.60		388.84	681.72	3.35	34.55	3.38	2.86	2
대한해협	진해만2	2020	08	2020-08-06	구름많음	12	1.8	24.80	19.13	24.64	30.13	8.36	7.74	10.49	3.59	5.59	2.69	25.12	257.87	4.37	24.19	12.39	121.86	41.87	403.91			1.98	28.43	36.30		349.97	1060.75	11.00	8.87	25.65	8.80	5
대한해협	진해만3	2020	08	2020-08-21	맑음	12	2.8	27.59	17.18	27.13	32.96	7.67	7.47	8.01	2.27	3.04	1.63	29.74	248.23	0.62	5.82	1.81	27.62	32.16	281.68			3.57	72.42	31.56		279.24	1506.85	3.75	9.25	3.38	0.95	5
대한해협	진해만4	2020	08	2020-08-21	맑음	4	1.0	28.24	21.46	24.57	30.11	7.66	7.47	7.07	5.10	3.27	2.62	63.77	161.11	4.89	6.50	21.13	29.71	89.78	197.32			18.94	31.53	52.11		1173.26	1219.26	5.60	7.50	6.14	3.67	4
대한해협	진해만5	2020	08	2020-08-21	맑음	10	6.2	26.48	19.24	30.62	32.78	7.57	7.46	9.77	2.23	2.49	3.19	14.81	365.16	0.45	0.21	1.32	1.74	16.58	367.11			22.75	65.44	28.83		523.74	1253.67	19.95	27.80	2.54	4.72	5
대한해협	진해만6	2020	08	2020-08-07	구름많음	13	2.5	22.60	20.23	29.70	31.76	7.75	7.59	6.74	3.65	3.12	2.71	58.45	134.60	2.70	3.09	19.91	17.71	81.06	155.40			7.13	22.26	40.73		440.38	853.16	8.87	7.38	12.10	7.20	5
대한해협	진해만7	2020	08	2020-08-21	맑음	17	5.0	27.24	15.91	28.65	33.58	7.80	7.49	9.29	3.22	2.86	1.24	6.71	93.35	1.51	26.33	8.86	181.76	17.08	301.45			2.67	61.26	21.48		167.36	1474.28	4.45	11.35	3.18	0.52	5
대한해협	진해만8	2020	08	2020-08-21	맑음	22	5.4	28.28	15.16	28.26	34.00	7.73	7.67	9.39	4.43	2.72	1.29	1.95	9.93	0.38	28.87	1.62	232.30	3.95	271.10			0.37	50.38	19.87		110.12	1079.46	10.80	4.65	1.82	0.90	4
대한해협	진해만9	2020	08	2020-08-21	맑음	20	6.2	26.47	15.50	29.97	33.85	7.71	7.57	8.62	3.72	2.37	1.03	31.85	34.20	6.52	16.49	40.82	127.30	79.20	178.00			25.11	34.44	33.91		579.15	691.29	7.55	9.00	1.70	1.95	4
대한해협	진해만10	2020	08	2020-08-06	구름많음	19	2.0	24.42	16.71	27.25	33.01	8.20	7.76	9.61	5.44	5.38	1.13	2.86	23.51	0.97	17.43	3.37	161.50	7.20	202.44			2.17	31.43	35.37		141.37	827.71	9.75	10.00	23.40	2.79	4
대한해협	진해만11	2020	08	2020-08-21	맑음	13	4.5	28.15	17.23	27.89	32.90	7.59	7.50	9.12	3.39	2.89	1.38	1.20	103.03	1.02	18.87	7.76	116.44	9.98	238.34			1.67	49.48	23.00		118.52	1135.32	3.30	9.00	3.96	1.82	5
대한해협	진해만12	2020	08	2020-08-21	맑음	16	6.7	27.82	15.89	29.81	33.65	7.72	7.52	9.72	3.38	2.22	1.13	12.08	56.81	0.81	26.99	3.43	206.18	16.32	289.98			6.01	60.08	23.10		134.71	1239.42	3.73	4.55	1.66	0.81	5
대한해협	진해만13	2020	08	2020-08-07	구름많음	22	1.8	23.71	17.55	29.14	33.24	7.90	7.45	8.16	0.00	3.66	2.37	27.62	314.37	1.85	0.67	4.59	3.18	34.06	318.22			4.90	83.89	33.36		348.12	1781.39	9.25	8.37	13.30	0.46	5
대한해협	진주만1	2020	08	2020-08-18	맑음	9	0.7	23.30	20.49	24.78	29.37	8.20	8.03	8.38	6.29	3.43	2.11	17.75	14.98	18.90	21.28	88.26	117.29	124.91	153.55			1.98	10.45	44.61		949.51	972.75	10.80	32.50	16.08	9.64	4
